420,1920,5745
420,1920,5745
420,13527,420
651,4388,651
651,18598,651
651,15596,651
961,13541,961
961,16999,961
961,10389,961
963,14347,963
963,15317,963
963,8923,963
1247,7802,5956
1247,12415,2442
1247,945,5956
1443,15937,1443
1443,15937,1443
1443,15937,1443
1924,7842,1924
1924,16747,1924
1924,5908,1924
2046,6902,2046
2046,11324,2046
2046,14514,2046
2123,3124,2123
2123,3124,2123
2123,4703,2123
2278,11751,2278
2278,8998,2278
2278,2703,2278
2442,945,1247
2442,983,5956
2442,19623,5956
2723,4238,13818
2723,158,13818
2723,18970,2723
4551,5302,4551
4551,17460,4551
4551,17767,14962
4767,9739,13440
4767,10486,13440
4767,8076,4767
4891,16495,4891
4891,16495,4891
4891,16495,4891
5654,706,5654
5654,706,5654
5654,3425,5654
5745,18932,13457
5745,17105,5745
5745,7292,5745
5886,5243,5886
5886,5243,5886
5886,5243,5886
5956,14057,5956
5956,357,5956
5956,14057,9813
6302,13597,6302
6302,11275,6302
6302,11902,6302
6875,18310,6875
6875,18310,6875
6875,18310,6875
7485,3992,7485
7485,236,7485
7485,10185,7485
7814,8768,7814
7814,8336,7814
7814,834,7814
8102,10282,8102
8102,17187,8102
8102,5306,8102
8150,8565,8150
8150,8565,8150
8150,8565,8150
8452,3300,8452
8452,3300,8452
8452,3300,8452
8659,4546,8659
8659,5921,8659
8659,5921,8659
9744,10627,9744
9744,8170,12183
9744,1498,9744
9813,9335,9813
9813,19086,2442
9813,1832,9813
9822,11731,9822
9822,11731,9822
9822,11731,9822
9934,2028,9934
9934,2028,9934
9934,2028,9934
11058,15338,11058
11058,17414,11058
11058,13599,11058
11099,16007,11099
11099,12632,11099
11099,11024,11099
11252,5883,11252
11252,2708,11252
11252,5883,11252
11291,11637,11291
11291,16633,11291
11291,11637,11291
11388,18833,5745
11388,10876,13457
11388,18833,5745
11697,1107,11697
11697,1107,11697
11697,1107,11697
12183,6200,12183
12183,13554,9744
12183,5515,12183
12748,6684,12748
12748,6684,12748
12748,6684,12748
12912,9568,12912
12912,15096,12912
12912,15096,12912
13257,9993,13257
13257,9993,13257
13257,9993,13257
13440,1563,4767
13440,17327,13440
13440,7394,13440
13457,8045,5745
13457,7836,13457
13457,7608,11388
13533,1312,13533
13533,1312,13533
13533,2708,13533
13818,6389,2723
13818,6389,13818
13818,158,2723
14226,901,14226
14226,901,14226
14226,901,14226
14393,409,14393
14393,6572,14393
14393,18229,14393
14430,605,14430
14430,6789,14430
14430,17586,14430
14962,11288,14962
14962,5302,4551
14962,11878,4551
15164,15118,15164
15164,9627,15164
15164,1587,15164
15178,2295,15178
15178,18453,15178
15178,18453,15178
15640,3240,15640
15640,3240,15640
15640,3240,15640
16327,1327,16327
16327,2551,16327
16327,1358,16327
16342,4644,16342
16342,12879,16342
16342,12879,16342
16349,2756,16349
16349,2756,16349
16349,2756,16349
16786,11957,16786
16786,11957,16786
16786,11957,16786
17423,7736,17423
17423,4616,17423
17423,4173,17423
18628,16370,18628
18628,16370,18628
18628,16370,18628
19154,7401,19154
19154,10807,19154
19154,7401,19154
19170,4929,19170
19170,4929,19170
19170,4929,19170
