651,11404,13458,651
651,16346,12963,651
961,6174,10389,961
961,10033,2781,961
1247,7802,945,1247
1924,5908,12349,14962
1924,7842,4546,8659
1924,1394,4546,8659
2046,4442,127,2046
2046,9894,6902,2046
2442,19623,19086,1247
2442,12415,5349,9813
2723,12619,5478,13818
2723,18642,12619,13818
2723,158,18642,13818
4551,6716,12349,14962
4551,8958,10424,4551
4767,10486,6796,13440
4767,1470,7394,13440
4767,1563,2782,13440
5654,3425,706,5654
5654,3425,706,5654
5745,2051,18833,11388
5745,18833,2051,5745
5956,14057,7802,2442
5956,6857,88,1247
6302,2117,11823,963
7814,15335,15293,7814
7814,5379,15335,7814
7814,6201,937,7814
8659,4546,12561,963
9744,13554,7107,12183
9744,13554,13353,12183
11058,6712,10449,11058
11099,3535,8537,11099
11388,15923,7608,11388
11388,10876,8045,11388
12183,13554,5810,12183
12183,13554,5810,12183
12183,13554,7107,12183
13440,11313,1470,4767
13440,4147,7401,19154
13457,18932,6149,11388
13457,18833,10876,11388
13818,6986,14234,2723
14393,7090,5387,14393
14393,7603,7090,14393
14962,10830,17460,4551
14962,9646,6716,4551
16342,10662,13143,16342
17423,15568,18144,17423
19154,7401,5261,13440
19154,8378,5261,13440
