20,14296,5288,20
20,5288,7256,156
20,5020,11299,156
30,9687,16505,88
30,13353,6200,30
30,13353,8170,30
54,18737,10544,54
88,2442,5956,1247
125,8025,2660,238
125,14703,11287,296
125,3506,17972,125
127,4596,3366,979
127,11324,14514,979
156,15625,7903,594
156,8829,15625,156
156,8829,11299,594
158,2661,6389,1423
158,4654,5810,30
158,18642,2661,1423
179,17972,4465,238
238,2660,3506,296
250,11714,18812,250
251,10486,1470,54
251,1470,8076,251
251,13440,1563,251
294,6980,1570,294
296,18658,2660,125
337,14039,7603,409
353,5458,5302,353
353,14962,17767,353
354,9527,12879,1053
354,12879,9673,250
409,8052,14039,337
409,13218,18229,633
594,15839,15625,156
594,8890,7903,20
633,7603,18229,633
633,16245,14393,337
633,7090,16245,409
651,16247,18598,651
651,16346,17796,771
651,13458,4388,771
681,2196,13004,963
681,3345,6140,963
681,4705,17466,681
755,17756,2577,755
770,12673,9507,770
770,14610,6628,1188
770,9507,7316,770
771,15596,17078,651
771,12963,15596,651
771,4388,17796,771
937,15335,11733,937
945,2442,12415,88
945,9813,12415,945
947,2283,16999,961
961,5874,18624,961
961,18624,5123,947
961,10389,5123,961
963,9389,2361,339
963,3920,15317,681
979,15670,14514,979
979,5715,4442,979
983,14057,18910,339
983,2442,9813,983
1053,11714,10785,354
1188,10389,16999,947
1188,14610,7513,1188
1188,17488,2328,1188
1247,12415,9813,983
1247,2442,6857,88
1247,10178,5349,983
1353,8025,11287,125
1353,8025,13543,1353
1359,7603,13218,409
1359,5387,4785,633
1359,14393,7603,1359
1423,15045,2661,158
1439,18970,13818,158
