30,12183,5810,9744,8734
30,12183,1498,12183,13353
30,12183,5515,12183,6282
54,4767,251,13440,6796
54,13440,9321,13440,9739
54,13440,9321,13440,54
88,5956,945,2442,7802
88,9813,2931,9813,2931
88,1247,945,9813,6857
127,2046,11324,2046,14514
127,2046,11324,2046,11324
127,2046,127,2046,127
152,4891,16495,4891,16495
152,4891,16989,4891,152
152,4891,16495,4891,16495
158,2723,6273,2723,18970
158,13818,14234,13818,2661
158,13818,14234,2723,5478
236,7485,10185,7485,236
236,7485,5340,7485,15356
236,7485,13576,7485,8668
250,16342,1321,16342,17760
250,16342,10785,16342,4644
250,16342,18831,16342,4514
251,4767,17327,13440,8076
251,13440,251,4767,1563
251,4767,1470,13440,10486
293,17423,18745,17423,4173
293,17423,2590,17423,4455
293,17423,1761,17423,15792
337,14393,13218,14393,1359
337,14393,6572,14393,633
337,14393,6572,14393,1359
339,963,4212,963,17599
339,963,17590,963,15317
339,963,11823,963,4445
353,4551,6716,4551,10830
353,14962,6716,14962,10830
353,14962,17767,14962,12349
354,16342,1053,16342,17760
354,16342,4422,16342,250
354,16342,250,16342,2256
357,5956,6794,5956,88
357,5956,88,1247,5349
357,5956,6857,1247,19086
409,14393,6572,14393,11131
409,14393,16245,14393,11131
409,14393,8052,14393,633
605,14430,12960,14430,605
605,14430,6789,14430,17586
605,14430,12960,14430,6789
633,14393,13218,14393,16245
633,14393,8052,14393,7603
633,14393,6572,14393,16245
681,963,8998,963,5968
681,963,12561,963,3920
681,963,18967,963,17590
706,5654,17788,5654,706
706,5654,706,5654,17788
706,5654,706,5654,17788
771,651,17078,651,15596
771,651,17684,651,856
771,651,16247,651,17078
820,11099,5880,11099,3535
820,11099,1539,11099,16403
820,11099,14679,11099,17723
826,9813,6857,5956,12415
826,9813,10152,9813,6971
826,9813,983,2442,14057
834,7814,11733,7814,15335
834,7814,5379,7814,858
834,7814,9025,7814,8950
850,16342,10441,16342,17760
850,16342,1321,16342,5958
850,16342,15189,16342,18812
856,651,14211,651,13458
856,651,16346,651,17684
856,651,856,651,13011
858,7814,937,7814,5126
858,7814,937,7814,10759
858,7814,9038,7814,834
901,14226,901,14226,901
901,14226,901,14226,901
901,14226,901,14226,901
937,7814,858,7814,858
937,7814,9038,7814,4897
937,7814,15335,7814,10759
945,9813,88,1247,7802
945,2442,5349,5956,5349
945,1247,3231,1247,14057
947,961,2283,961,10389
947,961,5874,961,10389
947,961,2411,961,18809
951,13457,10876,5745,10876
951,13457,2051,5745,15923
951,13457,6149,5745,4913
979,2046,127,2046,4442
979,2046,127,2046,4596
979,2046,5715,2046,127
983,1247,88,5956,6857
983,9813,14057,2442,12415
983,9813,19086,9813,4521
1037,16342,850,16342,1467
1037,16342,19394,16342,1037
1037,16342,5958,16342,4422
1053,16342,17760,16342,2983
1053,16342,9527,16342,17059
1053,16342,1321,16342,4514
1107,11697,1107,11697,1107
1107,11697,1107,11697,1107
1107,11697,1107,11697,1107
1229,2123,7056,2123,7559
1229,2123,3678,2123,7056
1229,2123,5525,2123,7056
1312,13533,1312,13533,1312
1312,13533,1312,13533,2708
1312,13533,2708,11252,5883
1321,16342,17760,16342,850
1321,16342,11895,16342,10739
1321,16342,9527,16342,11714
1327,16327,6454,16327,7280
1327,16327,1327,16327,6454
1327,16327,7280,16327,6456
1358,16327,1358,16327,17553
1358,16327,10913,16327,10913
1358,16327,7280,16327,10913
1359,14393,5387,14393,5387
1359,14393,337,14393,1359
1359,14393,337,14393,633
1394,1924,10198,1924,7842
1394,1924,7842,1924,1394
1394,1924,5908,1924,5908
1423,2723,4238,13818,16499
1423,13818,1423,2723,1423
1423,2723,5478,2723,6273
1439,2123,9317,2123,3296
1439,2123,18769,2123,1229
1439,2123,18769,2123,9317
1467,16342,2256,16342,6686
1467,16342,9673,16342,10785
1467,16342,1467,16342,10662
1470,4767,9321,4767,17327
1470,4767,2782,4767,2782
1470,13440,5261,13440,1470
1482,16342,4514,16342,18812
1482,16342,6702,16342,2256
1482,16342,13143,16342,11895
1498,9744,2534,9744,10457
1498,9744,30,9744,11907
1498,9744,9416,9744,7519
1528,9813,12415,2442,6857
1528,9813,9335,9813,10178
1528,9813,10178,2442,14057
1539,11099,9073,11099,3535
1539,11099,16771,11099,10063
1539,11099,7576,11099,9073
1563,4767,10486,13440,1470
1563,13440,4147,13440,54
1563,4767,7394,13440,9739
1587,15164,9627,15164,1587
1587,15164,1587,15164,1587
1587,15164,15118,15164,15118
1761,17423,15568,17423,17539
1761,17423,4173,17423,4173
1761,17423,4173,17423,9742
1832,9813,6971,9813,10178
1832,9813,6971,9813,9406
1832,9813,19086,1247,983
1886,17423,293,17423,3320
1886,17423,3079,17423,293
1886,17423,7736,17423,9742
1915,11388,15923,13457,2051
1915,5745,18932,5745,18833
1915,13457,7836,13457,7183
1920,420,13527,420,1920
1920,420,1920,5745,15923
1920,5745,2051,11388,2051
1943,11058,17414,11058,17414
1943,11058,9328,11058,4282
1943,11058,17414,11058,4282
2028,9934,2028,9934,2028
2028,9934,2028,9934,2028
2028,9934,2028,9934,2028
2051,11388,18932,11388,10876
2051,5745,15923,11388,18932
2051,11388,2891,11388,2051
2098,2278,15993,2278,4647
2098,2278,17815,2278,4647
2098,2278,13529,2278,8998
2117,6302,18719,6302,11902
2117,6302,14454,6302,2117
2117,6302,4194,6302,15468
2196,963,17205,963,17590
2196,963,4445,963,15317
2196,963,12561,963,5968
2216,6302,18719,6302,15468
2216,6302,4194,6302,4194
2216,6302,18719,6302,15468
2217,963,15317,963,18967
2217,963,2217,963,6140
2217,963,11823,963,3279
2256,16342,1037,16342,5958
2256,16342,11895,16342,14930
2256,16342,1482,16342,14930
2283,961,2411,961,2781
2283,961,3312,961,2781
2283,961,5518,961,2283
2295,15178,14622,15178,2295
2295,15178,14622,15178,2295
2295,15178,18453,15178,14622
2365,6302,13597,6302,12349
2365,6302,2117,6302,18832
2365,6302,12349,14962,11288
2411,961,13541,961,2411
2411,961,5874,961,13541
2411,961,5518,961,17337
2518,5956,18572,5956,7802
2518,5956,983,1247,19623
2518,5956,12415,1247,945
2534,9744,1498,9744,5810
2534,9744,8734,9744,8390
2534,9744,1498,9744,8734
2551,16327,6456,16327,6454
2551,16327,6456,16327,12650
2551,16327,12650,16327,1327
2552,11058,17414,11058,17414
2552,11058,10449,11058,10449
2552,11058,12377,11058,19257
2553,7485,2645,7485,13963
2553,7485,5340,7485,13963
2553,7485,15045,13818,1423
2584,963,18967,963,3920
2584,963,12903,963,18967
2584,963,4212,963,9057
2590,17423,7736,17423,15568
2590,17423,4616,17423,1886
2590,17423,9519,17423,8120
2600,11099,11024,11099,8537
2600,11099,9073,11099,14679
2600,11099,16229,11099,9657
2645,7485,15356,7485,6899
2645,7485,15356,7485,6899
2645,7485,5340,7485,8668
2661,13818,5478,13818,6986
2661,13818,1423,13818,16499
2661,2723,15045,13818,6389
2703,2278,15993,2278,14742
2703,2278,17815,2278,10769
2703,2278,11751,2278,15993
2708,11252,2708,13533,2708
2708,13533,2708,11252,5883
2708,11252,5883,11252,5883
2756,16349,2756,16349,8572
2756,16349,8572,16349,2756
2756,16349,8572,16349,2756
2781,961,16999,961,2283
2781,961,2781,961,5874
2781,961,10389,961,16999
2782,4767,7394,13440,54
2782,4767,9321,4767,1563
2782,13440,54,4767,7394
2891,11388,18932,13457,7183
2891,11388,8045,13457,7608
2891,11388,2891,11388,15923
2931,9813,1528,9813,6971
2931,9813,19086,9813,10178
2931,9813,12415,1247,983
2983,16342,1467,16342,14930
2983,16342,1321,16342,11895
2983,16342,8862,16342,4422
3079,17423,13045,17423,4616
3079,17423,9742,17423,293
3079,17423,8120,17423,3079
3124,2123,1439,2123,15117
3124,2123,1229,2123,7056
3124,2123,3296,2123,7559
3154,17423,18144,17423,4616
3154,17423,15568,17423,4455
3154,17423,1761,17423,1761
3231,1247,983,2442,6857
3231,1247,10178,9813,826
3231,1247,10178,1247,3231
3240,15640,3240,15640,3240
3240,15640,3240,15640,3240
3240,15640,3240,15640,3240
3279,963,5968,963,3555
3279,963,8998,963,11823
3279,963,17590,963,12561
3296,2123,10887,2123,6885
3296,2123,7871,2123,15946
3296,2123,5525,2123,7559
3300,8452,3300,8452,3300
3300,8452,3300,8452,3300
3300,8452,3300,8452,3300
3312,961,2411,961,18624
3312,961,2411,961,947
3312,961,17337,961,5123
3320,17423,4173,17423,18745
3320,17423,3320,17423,4173
3320,17423,13045,17423,4616
3345,963,3279,963,17205
3345,963,4212,963,11823
3345,963,2584,963,17205
3366,2046,6503,2046,127
3366,2046,10511,2046,10511
3366,2046,9978,2046,4596
3425,5654,3425,5654,3425
3425,5654,3425,5654,17788
3425,5654,706,5654,3425
3517,13440,5261,13440,3517
3517,13440,9739,4767,8076
3517,13440,2782,4767,10486
3535,11099,2600,11099,12632
3535,11099,5880,11099,8537
3535,11099,1539,11099,5880
3555,963,5723,963,4445
3555,963,17205,963,13261
3555,963,8923,963,12903
3678,2123,4703,2123,12399
3678,2123,6885,2123,3296
3678,2123,12399,2123,4961
3737,2123,3124,2123,3678
3737,2123,15117,2123,1439
3737,2123,3124,2123,3737
3920,963,6140,963,5723
3920,963,12903,963,3930
3920,963,681,963,10900
3930,963,9057,963,12903
3930,963,4445,963,14347
3930,963,8998,963,13919
3992,7485,2553,7485,13963
3992,7485,236,7485,8668
3992,7485,9797,7485,13963
4147,13440,251,4767,251
4147,13440,9321,13440,19010
4147,13440,4147,13440,9739
4173,17423,17835,17423,13045
4173,17423,17835,17423,9519
4173,17423,9989,17423,3154
4194,6302,4194,6302,15468
4194,6302,2117,6302,4194
4194,6302,4194,6302,9061
4212,963,9057,963,18967
4212,963,2196,963,17599
4212,963,9389,963,17205
4238,13818,6389,2723,4238
4238,2723,6986,2723,14234
4238,13818,6986,13818,18970
4282,11058,15338,11058,11015
4282,11058,17414,11058,17414
4282,11058,17414,11058,13599
4388,651,16346,651,16346
4388,651,18598,651,12963
4388,651,17078,651,4559
4422,16342,13143,16342,1053
4422,16342,2256,16342,19394
4422,16342,10785,16342,1482
4431,11099,11024,11099,16771
4431,11099,1539,11099,9657
4431,11099,2600,11099,10063
4442,2046,9894,2046,9978
4442,2046,3366,2046,979
4442,2046,19049,2046,4596
4445,963,3555,963,2584
4445,963,12561,963,12561
4445,963,6140,963,2196
4455,17423,9742,17423,8120
4455,17423,15568,17423,8120
4455,17423,7736,17423,2590
4514,16342,4422,16342,1321
4514,16342,354,16342,10662
4514,16342,12876,16342,1467
4521,9813,12415,2442,18035
4521,9813,4521,9813,19086
4521,9813,826,9813,10152
4538,7814,5126,7814,937
4538,7814,4897,7814,11733
4538,7814,11733,7814,8768
4546,8659,5921,8659,4546
4546,8659,4546,8659,5921
4546,8659,5921,8659,5921
4559,651,4388,651,13458
4559,651,13011,651,12963
4559,651,13458,651,771
4596,2046,9894,2046,11324
4596,2046,14514,2046,9978
4596,2046,979,2046,10511
4616,17423,17539,17423,8120
4616,17423,9989,17423,293
4616,17423,17835,17423,9742
4644,16342,13143,16342,9527
4644,16342,18812,16342,1467
4644,16342,18812,16342,12879
4647,2278,15993,2278,7199
4647,2278,2098,2278,11751
4647,2278,8998,963,4212
4703,2123,1439,2123,7871
4703,2123,1229,2123,7874
4703,2123,1439,2123,6885
4705,963,14347,963,4705
4705,963,13004,963,18967
4705,963,12903,963,10900
4737,11058,15338,11058,17414
4737,11058,4737,11058,17414
4737,11058,13599,11058,17414
4785,14393,337,14393,6572
4785,14393,633,14393,633
4785,14393,7603,14393,14039
4897,7814,9038,7814,8768
4897,7814,834,7814,15293
4897,7814,6201,7814,4897
4913,5745,15923,11388,18932
4913,5745,8045,5745,4913
4913,5745,10876,13457,2051
4929,19170,10857,19170,10857
4929,19170,4929,19170,4929
4929,19170,4929,19170,4929
4961,2123,15117,2123,18769
4961,2123,5525,2123,15946
4961,2123,7871,2123,1439
5123,961,10389,961,5123
5123,961,947,961,947
5123,961,16999,961,18624
5126,7814,6201,7814,15293
5126,7814,10759,7814,8336
5126,7814,9038,7814,15335
5243,5886,5243,5886,5243
5243,5886,5243,5886,5243
5243,5886,5243,5886,5243
5261,13440,7394,4767,17327
5261,13440,11313,13440,2782
5261,13440,11313,4767,1563
5302,4551,15481,4551,8958
5302,4551,15481,4551,15481
5302,14962,5302,4551,10830
5306,8102,17187,8102,17187
5306,8102,17187,8102,5306
5306,8102,9110,8102,5306
5340,7485,13963,7485,6899
5340,7485,13576,7485,6899
5340,7485,15356,7485,10185
5349,5956,983,2442,14057
5349,1247,19086,1247,12415
5349,1247,945,9813,945
5379,7814,15335,7814,15335
5379,7814,5379,7814,8336
5379,7814,858,7814,15293
5387,14393,7090,14393,409
5387,14393,409,14393,1359
5387,14393,633,14393,13218
5458,4551,8958,4551,10830
5458,4551,5458,14962,5458
5458,14962,12349,14962,11878
5478,2723,12619,2723,5478
5478,2723,15045,7485,6899
5478,2723,18642,2723,6273
5515,12183,6200,9744,30
5515,12183,13554,12183,5810
5515,12183,5810,12183,7100
5518,961,5518,961,5518
5518,961,6174,961,10033
5518,961,10033,961,18809
5525,2123,10887,2123,3124
5525,2123,1439,2123,15946
5525,2123,3296,2123,7559
5715,2046,4442,2046,6902
5715,2046,19049,2046,15670
5715,2046,10511,2046,9978
5723,963,13261,963,18967
5723,963,681,963,16720
5723,963,13261,963,18967
