24,882,882,24
24,15635,4398,8130
342,14583,14583,342
443,739,4756,13925
443,12756,8281,443
2030,15306,4476,2167
2030,15306,15306,2030
2163,13530,16459,6627
2163,4473,3458,6627
2167,10297,11254,2167
2372,12257,12257,2372
2372,1154,6119,2372
2652,7885,3956,7855
2652,2925,10715,13589
2839,14681,14681,2839
3109,6301,11593,15137
4026,2270,757,15910
4026,1530,15222,15910
4105,1204,9148,15910
4105,14243,12820,4105
4463,10042,16253,4463
4463,465,9462,4463
4663,16459,14954,6627
4663,13342,4473,4663
5002,6179,13136,4105
5002,10839,5719,14703
5301,14008,6366,5301
5301,179,6606,4105
5301,2195,15160,4105
5872,15952,15952,13589
5872,9151,507,7855
5987,13577,10971,5987
5987,16419,2229,5987
5987,4700,12459,5987
6180,4191,4191,6180
6180,2046,8043,15237
6307,12533,3356,6307
6307,8911,7719,15260
6351,13093,12017,6351
6351,12047,12047,6351
6627,6519,6519,6627
6782,8401,3726,6782
6822,13900,15464,6782
6892,241,1423,6892
6962,14818,14818,6962
7398,10646,10646,7398
7794,12562,5106,7794
7855,13859,9771,5872
8298,9622,9622,8298
9252,10945,1480,9252
9252,14575,4734,9252
9470,15690,16461,9470
10795,7795,7248,10795
10795,7795,2802,10795
11096,3718,13348,11096
11515,9200,4810,11515
11515,8945,15690,11515
11719,5017,11686,11719
11719,12656,14083,11719
11719,8624,12764,11719
11726,13549,13549,11726
11758,6234,1069,6307
11758,12533,7719,11758
11811,15801,15801,11811
12716,14304,2912,12716
13490,13820,314,13490
13589,9679,9679,13589
13589,15210,16422,7855
13925,2499,2499,13925
14330,11259,11259,14330
14330,9429,9429,14330
14330,11259,11259,14330
14516,5560,10595,13490
14703,5719,13394,14703
14703,10058,7174,14703
14703,14899,232,5002
15137,6932,5835,4105
15137,11593,5502,15137
15260,1069,1185,15260
15289,2229,4902,15289
15289,412,8377,15289
15910,13288,1204,15910
16242,3129,14624,4026
16405,6862,8436,16405
16405,7666,7666,16405
16405,12728,12728,16405
