27,97,1188,156
27,3833,172,317
27,1160,40,419
45,2182,1081,139
45,1189,1420,419
45,135,153,273
63,1446,55,333
63,1381,40,406
63,3313,86,311
81,88,39,119
81,2459,2309,317
81,649,535,383
115,212,2744,27
115,224,271,458
115,829,58,426
119,4423,133,45
119,876,5543,27
119,844,1099,253
123,942,120,458
123,20,3338,123
139,810,1071,253
139,1915,28,123
139,3430,131,406
150,850,151,197
150,3893,3761,421
150,5362,21,45
156,4363,1768,27
156,3847,68,311
156,606,166,361
171,9,857,150
171,1141,238,302
197,751,349,317
197,1048,56,139
197,6068,6573,382
234,158,566,511
234,397,1462,316
234,1696,24,302
253,464,2793,364
253,381,4242,27
253,1327,125,293
258,239,432,421
258,548,880,27
258,480,1383,45
273,1783,763,171
273,39,457,150
273,548,1246,311
281,85,1095,139
281,509,732,311
281,155,1044,139
293,772,153,119
293,30,118,312
293,3366,3366,293
294,298,1543,312
294,2169,825,419
294,69,1267,27
302,14,1466,171
302,605,716,27
302,1812,50,370
311,1769,423,311
311,54,3108,156
312,1785,346,253
312,1729,674,115
316,1252,43,81
316,54,1554,512
316,3414,1,63
317,454,2377,27
317,2003,226,253
317,87,134,123
326,2857,22,197
326,946,390,150
327,1232,53,317
327,1028,15,488
333,689,13,150
333,130,485,27
333,79,776,27
352,3194,30,119
352,575,77,45
352,630,97,258
361,1293,4453,436
361,2491,2,514
361,3259,805,45
364,2988,74,333
364,4562,648,281
364,3036,13,311
370,1148,21,361
370,1287,1188,327
370,992,416,27
382,185,4130,383
382,117,7501,436
382,545,26,488
383,1978,2101,63
383,696,2873,81
383,765,1829,361
406,659,377,294
406,148,411,352
419,277,198,294
419,148,2396,156
419,2155,509,27
421,2252,350,281
421,48,206,458
421,1223,403,512
426,206,482,27
426,1489,399,311
426,4910,56,510
436,263,307,421
436,321,2032,115
436,6544,524,27
458,44,724,156
458,807,1422,421
458,2224,33,294
488,19,5684,316
488,96,683,156
488,485,1297,45
510,309,3602,171
510,1704,203,317
510,1018,963,370
511,560,1947,293
511,2649,625,426
512,4,2450,281
512,3116,87,327
512,1634,37,512
514,3089,1542,426
514,94,238,426
526,4393,1051,27
526,3062,52,526
526,538,423,81
