115,2579,115
115,4251,115
115,906,426
115,1282,115
115,2707,115
115,44,317
115,533,833
115,71,511
115,319,115
115,32,511
253,98,2822
253,1048,253
253,1194,253
253,2183,253
253,1364,253
253,1055,253
253,1292,253
253,2250,115
253,489,115
253,201,253
273,5337,273
273,422,115
273,167,253
273,1378,426
273,383,2822
273,3382,273
273,554,823
273,1073,273
273,191,273
273,430,4143
317,4656,317
317,20,6207
317,288,317
317,1381,115
317,866,317
317,387,317
317,379,317
317,314,1439
317,34,317
317,341,317
426,71,317
426,1519,426
426,524,273
426,276,253
426,208,3876
426,39,426
426,7103,6983
426,552,317
426,440,2907
426,723,426
511,117,511
511,107,511
511,135,833
511,1929,511
511,424,4143
511,1411,1439
511,112,273
511,243,1246
511,401,823
511,840,115
823,2033,823
823,573,823
823,94,1716
823,1032,833
823,4003,823
823,2463,823
823,1336,823
823,2185,823
823,1473,823
823,223,115
833,359,317
833,3098,833
833,180,115
833,2128,833
833,3375,833
833,2359,833
833,9,1935
833,90,833
833,747,833
833,794,4235
1067,168,253
1067,47,426
1067,336,1716
1067,185,317
1067,240,426
1067,1738,1067
1067,6,2754
1067,179,1067
1067,21,2686
1067,1738,1067
1246,2802,1246
1246,767,115
1246,90,511
1246,1,1439
1246,306,1246
1246,200,115
1246,334,511
1246,3817,1246
1246,50,115
1246,2133,1246
1439,2163,511
1439,1,426
1439,314,426
1439,1862,823
1439,451,1439
1439,134,1439
1439,858,833
1439,1411,511
1439,5970,1439
1439,309,1554
1464,1949,1464
1464,723,1464
1464,399,4127
1464,697,1464
1464,692,1464
1464,410,317
1464,283,1464
1464,723,1464
1464,46,1464
1464,2319,1464
1554,196,1554
1554,213,511
1554,110,115
1554,512,511
1554,47,273
1554,3966,1554
1554,90,1246
1554,829,1554
1554,543,426
1554,3402,1554
1670,48,317
1670,50,1246
1670,97,1670
1670,703,1670
1670,0,1670
1670,250,273
1670,31,273
1670,102,426
1670,250,1670
1670,147,1670
1716,882,1716
1716,2035,1716
1716,1035,1716
1716,518,115
1716,72,1464
1716,2394,1716
1716,433,1716
1716,698,115
1716,91,2177
1716,1035,1716
1935,567,823
1935,2064,1935
1935,1347,823
1935,277,1935
1935,198,823
1935,133,2686
1935,567,1935
1935,795,1246
1935,277,1935
1935,198,253
2113,15,426
2113,247,2754
2113,3444,4991
2113,87,317
2113,72,2113
2113,949,2113
2113,4554,2113
2113,542,2113
2113,681,2113
2113,534,6048
2177,3864,2177
2177,6,253
2177,1512,2177
2177,3347,2177
2177,270,2822
2177,461,317
2177,4035,2177
2177,3133,2177
2177,851,2177
2177,1328,2177
2686,262,2686
2686,383,6207
2686,919,2686
2686,876,2686
2686,85,2686
2686,1509,2686
2686,2752,2686
2686,2192,2686
2686,406,2686
2686,2192,2686
2754,69,823
2754,196,1554
2754,97,2754
2754,229,2754
2754,6,833
2754,89,115
2754,28,2113
2754,33,1067
2754,97,2822
2754,33,2754
2822,1720,273
2822,289,273
2822,1465,2822
2822,255,253
2822,26,2822
2822,361,2822
2822,6,1246
2822,1720,273
2822,98,511
2822,218,511
2907,5263,253
2907,440,115
2907,24,115
2907,316,317
2907,326,426
2907,5755,253
2907,128,2907
2907,6957,253
2907,180,833
2907,12,2907
3876,255,253
3876,2940,3876
3876,245,823
3876,15,253
3876,5504,3876
3876,3982,3876
3876,39,273
3876,3982,3876
3876,4176,3876
3876,3982,3876
4127,293,1439
4127,1128,4127
4127,16,7334
4127,3189,823
4127,399,4127
4127,1915,4127
4127,293,115
4127,933,4127
4127,933,4127
4127,2373,4127
4143,353,426
4143,2063,4143
4143,1099,253
4143,218,511
4143,1304,4143
4143,2064,1246
4143,1099,4143
4143,2609,1246
4143,1304,1935
4143,2064,1246
4213,157,4213
4213,561,4213
4213,1574,4213
4213,457,4213
4213,7,4213
4213,141,1439
4213,88,1716
4213,157,1670
4213,1574,4213
4213,241,4213
4235,451,115
4235,11,426
4235,111,4235
4235,2252,4235
4235,111,1246
4235,2252,4235
4235,2252,4235
4235,111,115
4235,413,115
4235,636,253
4286,93,273
4286,1248,4286
4286,1241,253
4286,17,253
4286,1248,4286
4286,100,426
4286,372,4286
4286,252,4286
4286,421,4286
4286,17,253
4730,4097,4730
4730,364,4730
4730,1755,4730
4730,2439,4730
4730,51,426
4730,246,2113
4730,2439,4730
4730,364,4730
4730,421,4730
4730,75,115
4836,129,511
4836,11,1439
4836,826,4127
4836,238,1246
4836,512,1554
4836,3402,1554
4836,1139,4836
4836,292,511
4836,3141,1554
4836,19,273
4991,45,253
4991,2885,4991
4991,7,4991
4991,7,4213
4991,45,2177
4991,3723,2113
4991,3444,2113
4991,4,2113
4991,306,1246
4991,3300,4991
5214,15,511
5214,33,1716
5214,16,4127
5214,527,5214
5214,15,115
5214,434,5214
5214,3,253
5214,103,273
5214,7,426
5214,7,4991
5481,1265,5481
5481,147,5481
5481,0,115
5481,9,1935
5481,0,7014
5481,1419,5481
5481,147,5481
5481,31,5481
5481,40,5481
5481,84,1716
6048,1958,7504
6048,2181,115
6048,1247,6048
6048,6037,7504
6048,6037,1067
6048,1247,6048
6048,1102,6048
6048,534,511
6048,1247,6048
6048,5275,6048
6121,1002,273
6121,531,1067
6121,754,6121
6121,667,6121
6121,346,4991
6121,754,6121
6121,23,1554
6121,101,115
6121,754,317
6121,531,6121
6180,260,6180
6180,4,426
6180,5,273
6180,237,823
6180,4,6983
6180,260,1670
6180,207,2754
6180,5,273
6180,5,4127
6180,5,3876
6207,6537,6207
6207,6787,2686
6207,1300,6207
6207,6787,6207
6207,1099,6207
6207,1099,2686
6207,37,115
6207,835,6207
6207,685,6207
6207,9,1670
6430,79,1439
6430,190,1246
6430,108,253
6430,79,2822
6430,11,426
6430,11,1439
6430,190,1246
6430,0,511
6430,107,833
6430,79,6430
6504,662,6504
6504,662,6504
6504,1072,6504
6504,200,115
6504,49,1439
6504,518,1716
6504,1072,6504
6504,572,253
6504,1398,6504
6504,1239,6504
6983,1057,426
6983,2446,115
6983,5364,426
6983,5488,6983
6983,1057,426
6983,566,6983
6983,5364,6983
6983,4,2754
6983,3491,426
6983,919,6983
6993,1793,6993
6993,718,6993
6993,1793,6993
6993,429,426
6993,1866,6993
6993,767,6993
6993,1793,6993
6993,1866,6993
6993,718,317
6993,1793,6993
7014,36,317
7014,36,2686
7014,36,317
7014,132,317
7014,2092,7014
7014,5581,7014
7014,5581,7014
7014,0,7308
7014,0,6430
7014,0,115
7308,3941,7308
7308,0,5481
7308,13,4143
7308,4148,7308
7308,0,7308
7308,98,1067
7308,3941,7308
7308,13,1464
7308,0,833
7308,0,1935
7334,16,426
7334,14,6048
7334,26,1716
7334,26,1067
7334,14,823
7334,16,1067
7334,14,2177
7334,14,1067
7334,232,7334
7334,232,7334
7504,6196,7504
7504,86,317
7504,821,7504
7504,6196,1067
7504,3590,1067
7504,6573,833
7504,312,1464
7504,2181,1067
7504,302,511
7504,2181,7504
