685,2373,16,3844
685,6949,6207,685
755,387,396,6931
755,23,478,2263
755,1097,0,302
833,257,232,7334
882,1072,142,3903
882,359,511,4127
1604,125,766,1300
1644,64,1147,2270
1644,543,213,833
1644,543,19,302
1767,235,664,302
1767,309,32,1767
2270,944,158,4100
2515,2698,39,2515
3060,0,167,3993
3060,23,1762,327
3262,132,2841,302
3262,601,225,302
3262,1495,1622,302
3402,511,486,302
3590,2181,116,302
3590,2181,529,1300
3590,6151,7220,6573
3844,561,48,2263
3844,4088,45,833
3855,1166,91,1604
3855,5347,1730,3855
3855,6149,5347,3855
3874,2609,1304,3874
3903,29,37,3576
3993,1878,39,2515
3993,110,7,882
3993,110,36,685
4100,108,480,1767
4100,2257,334,3844
4127,346,1131,302
4127,1004,191,3844
4176,142,730,3903
4235,130,403,882
4235,506,140,327
4334,2959,354,5606
4755,14,155,685
5606,1232,3,882
5612,1419,174,2515
5612,14,137,4334
5924,6949,337,2341
6081,3725,400,1604
6081,260,104,1300
6430,11,826,3402
6430,108,967,755
6443,1934,39,685
6443,439,1530,327
6483,283,476,833
6483,1882,12,2263
6483,1882,69,1644
6573,7220,5275,3590
6573,913,261,685
6573,150,9,833
6787,1099,680,755
6787,6949,2686,1300
6931,7461,3589,6931
6931,2909,31,685
6931,2909,212,302
7027,171,116,327
7027,913,1255,1644
7027,1743,185,833
7291,118,1,327
7291,492,178,1604
