115,1046,115
115,6,4235
115,179,115
253,113,253
253,775,253
253,775,253
273,4977,273
273,5960,273
273,248,1935
317,1529,317
317,272,317
317,937,317
426,897,426
426,1915,511
426,145,426
511,1593,511
511,316,317
511,154,115
823,3922,823
823,209,823
823,307,823
833,2691,833
833,2464,253
833,261,253
1067,168,1067
1067,80,426
1067,631,1067
1246,226,1246
1246,2427,1246
1246,219,1246
1439,5086,115
1439,4,4991
1439,23,1067
1464,283,1464
1464,47,1554
1464,45,1464
1554,304,1554
1554,1821,1554
1554,73,2754
1670,69,823
1670,925,253
1670,276,253
1716,6813,1716
1716,3605,1716
1716,56,115
1935,810,1935
1935,36,426
1935,795,511
2113,3959,2113
2113,3444,2113
2113,246,4730
2177,742,426
2177,348,1439
2177,378,511
2686,6787,2686
2686,1160,273
2686,21,833
2754,1008,1246
2754,207,6180
2754,3126,2754
2822,143,253
2822,297,2822
2822,942,1464
2907,58,426
2907,5755,253
2907,5263,253
3876,39,426
3876,255,2822
3876,8,4730
4127,35,823
4127,399,4127
4127,20,1439
4143,1113,4143
4143,353,253
4143,40,2686
4213,2346,4213
4213,2274,4213
4213,877,4213
4235,66,317
4235,130,4235
4235,11,317
4286,441,317
4286,12,317
4286,252,4286
4730,1853,4730
4730,27,273
4730,51,1464
4836,35,1067
4836,35,3876
4836,1915,273
4991,3270,4991
4991,45,4991
4991,306,115
5214,25,253
5214,434,5214
5214,103,273
5481,40,2686
5481,40,115
5481,84,253
6048,3320,6048
6048,7220,1067
6048,14,511
6121,23,1554
6121,42,4143
6121,346,6121
6180,207,6180
6180,4,6983
6180,260,1670
6207,5449,2686
6207,2591,2686
6207,1300,2686
6430,107,115
6430,108,511
6430,107,115
6504,662,6504
6504,572,6504
6504,572,253
6983,582,6983
6983,458,6983
6983,919,426
6993,767,6993
6993,1866,6993
6993,1793,6993
7014,0,426
7014,148,7014
7014,148,1246
7308,4148,7308
7308,98,115
7308,0,7014
7334,14,2686
7334,232,7334
7334,16,4286
7504,6037,7504
7504,6537,1067
7504,6151,1067
