0,6823,131,327,251
0,253,1737,253,48
0,3939,1711,3939,137
0,253,549,253,249
0,327,5293,327,1188
0,426,5490,426,193
0,3939,1711,4991,7
0,6823,63,6823,21
0,1730,7,4991,3270
0,2063,1690,2063,3162
1,253,203,253,24
1,253,3119,253,775
1,4883,13,2945,19
1,6823,502,3544,52
1,3366,1233,81,2036
1,6823,11,426,818
1,253,607,253,135
1,426,206,253,276
1,4883,4355,4883,3832
1,5449,454,5449,892
2,1644,554,273,3720
2,327,107,5199,19
2,1644,156,2672,742
2,421,197,81,2697
2,273,118,81,449
2,273,597,81,1251
2,964,479,327,274
2,421,464,253,5929
2,81,6187,81,448
2,273,173,2945,173
3,426,138,2945,50
3,273,524,426,818
3,253,3220,253,61
3,3550,69,3550,5168
3,3550,25,326,2292
3,327,3,3550,753
3,5391,7,1644,24
3,3550,288,421,4029
3,273,401,273,493
3,81,1472,81,203
4,5755,5263,327,11
4,81,466,81,1551
4,964,3542,4829,4224
4,964,33,3550,1577
4,273,188,421,300
4,6037,5275,3590,278
4,6037,6196,6037,6196
4,964,1419,81,2946
4,2511,1838,2511,4
4,421,1306,421,948
5,4923,5668,5914,2940
5,2945,5,2511,1051
5,5199,24,253,165
5,2945,13,2172,10
5,4923,42,3590,52
5,4923,6112,421,6112
5,6597,346,253,2533
5,4923,606,426,380
5,2511,216,273,2406
5,2511,43,964,3
6,426,42,4923,5
6,253,41,426,13
6,421,4482,421,2497
6,6211,1560,6211,1053
6,326,132,5809,760
6,253,256,81,427
6,326,410,326,55
6,426,1700,426,755
6,421,278,3590,1338
6,326,489,326,244
7,253,648,253,261
7,1730,1669,1730,1898
7,5391,141,327,5786
7,3366,3874,2063,1173
7,4991,5115,3939,207
7,3366,1,426,643
7,964,11,253,1506
7,964,5291,421,84
7,4991,1978,4991,45
7,4991,2176,3939,1281
8,2452,1840,2452,734
8,81,133,81,171
8,4829,2270,4829,5606
8,81,1927,81,821
8,426,382,426,897
8,2452,6106,2452,3104
8,2172,842,421,82
8,2452,7093,2452,832
8,273,1357,273,300
8,2172,9,327,1475
9,2172,17,81,3049
9,3939,284,81,3383
9,6207,4111,6207,835
9,273,435,273,2661
9,3939,156,2672,316
9,253,688,253,710
9,253,78,253,4146
9,253,3458,253,3314
9,2721,2885,2721,875
9,5104,230,426,51
10,964,405,964,1136
10,426,47,326,668
10,2172,13,2945,1855
10,81,147,327,625
