0,258,1155,511,61
0,156,111,2173,4923
0,327,1408,327,46
1,156,502,156,47
1,4689,2583,4689,24
1,488,3612,488,711
2,273,1494,273,103
2,3254,8,4065,1158
2,370,167,511,83
3,258,985,258,2199
3,1556,252,156,1807
3,273,846,273,787
4,2446,117,156,114
4,511,2048,511,2435
4,273,535,273,1324
5,2173,973,2173,468
5,2173,1194,2173,468
5,3254,3812,3254,2664
6,370,278,197,88
6,197,3773,197,135
6,488,3132,488,245
7,197,2303,197,305
7,1556,332,197,117
7,370,3484,370,1036
8,327,1028,327,257
8,1232,239,327,181
8,2446,3491,1057,21
9,273,89,1232,1308
9,2172,13,258,1513
9,5115,2176,156,287
10,1050,1106,1050,0
10,1788,765,258,702
10,2446,571,2446,562
11,273,714,370,51
11,370,500,488,4629
11,273,1482,327,150
12,3141,12,3141,17
12,327,114,1057,1880
12,6297,408,1556,318
13,197,50,327,1314
13,1232,2642,1232,231
13,1050,12,370,163
14,1050,10,1788,31
14,2626,524,2172,1285
14,1067,668,258,3865
15,2173,2097,1050,142
15,3141,164,3886,3366
15,5566,4029,3704,4029
16,370,785,370,1213
16,273,2643,273,81
16,1067,296,1050,1358
17,1556,252,156,2693
17,5566,4109,5566,2395
17,273,595,273,1630
18,511,1296,511,867
18,1556,332,1556,355
18,156,915,156,568
19,156,3474,156,797
19,1057,292,156,445
19,156,63,156,3661
20,511,7200,511,144
20,3886,62,273,740
20,258,2572,258,5489
21,258,49,2789,49
21,156,293,3402,3189
21,3886,129,511,224
22,197,1316,197,137
22,156,213,156,496
22,327,476,327,1305
23,4484,676,1067,960
23,2446,346,2446,14
23,4484,148,4484,1850
24,197,142,2172,141
24,258,5,197,113
24,4689,37,3141,1915
25,197,1743,197,626
25,1232,1681,1910,639
25,6797,397,258,6830
26,273,114,1057,37
26,6949,2686,6949,5449
26,1067,120,156,1274
27,2626,75,1910,217
27,1556,2270,327,220
27,1556,789,1556,235
28,327,84,1050,12
28,3254,871,327,6063
28,258,918,258,1283
29,1788,2467,1788,283
29,273,2445,273,216
29,1716,240,156,604
30,1556,4966,1556,315
30,1556,2270,327,1268
30,1788,295,1788,1832
31,327,12,3704,235
31,273,501,488,335
31,273,1324,273,1301
32,2742,350,3402,2163
32,488,3187,488,1979
32,511,669,511,1020
33,197,4398,197,797
33,1556,1483,197,949
33,1716,26,273,7122
34,327,91,2789,49
34,197,342,327,1444
34,1057,13,1067,363
