0,102,2053,102,1024
0,1751,1193,1751,702
0,68,1279,68,1843
1,3151,1596,862,1145
1,1571,2067,1571,3508
1,3151,513,1248,530
2,68,1539,68,279
2,68,495,68,1426
2,1885,4878,1885,3713
3,102,270,102,1981
3,2319,1083,2319,797
3,2319,515,2319,1320
4,2319,2120,2319,2405
4,2319,285,2319,0
4,556,360,1885,1732
5,102,1395,68,4354
5,2104,108,2104,1567
5,2104,164,1441,1272
6,1338,2769,1338,577
6,1338,3868,1885,718
6,1338,122,68,1426
7,1751,467,1751,26
7,3718,1341,3718,2159
7,1751,3161,1751,2949
8,2319,219,1041,697
8,556,1336,556,829
8,2319,3498,2319,1219
9,1359,917,1359,4803
9,1359,2656,1359,2950
9,1359,2795,1359,720
10,3151,3470,3151,1880
10,3151,290,3151,2481
10,1359,1160,1359,148
11,2104,51,68,2598
11,2104,69,1441,3514
11,2104,1605,2104,2865
12,1751,722,1751,1819
12,1751,124,68,437
12,1751,2958,1751,702
14,1338,1548,1885,274
14,762,75,1248,1835
14,762,1251,762,380
15,1571,1505,1359,2772
15,1571,1480,1571,1030
15,1571,221,1571,1579
16,866,1029,866,1240
16,866,1564,866,475
16,866,1189,866,931
17,2914,207,2914,1307
17,2320,3240,2320,1650
17,866,4592,866,639
18,1359,5134,1359,1573
18,1359,2080,1359,5134
18,1359,911,1359,1407
19,762,1954,762,272
19,2319,32,1332,0
19,2319,691,1338,5092
20,1885,1483,1885,867
20,862,844,862,767
20,1885,867,1885,3874
21,3718,3241,3718,725
21,1359,1160,1359,1989
21,2104,700,2104,932
22,2914,22,2914,145
22,2914,22,2914,4588
22,2914,950,2914,21
24,1359,977,1571,1377
24,1359,2799,1571,1101
24,1359,2153,2914,21
26,1859,1513,1859,2786
26,1859,499,1859,2653
26,102,2963,102,3877
28,1338,1397,1338,122
28,1338,83,1338,291
28,1338,514,556,1720
29,68,3122,68,4585
29,68,4493,68,702
29,1332,1808,1332,2530
31,862,1784,862,1726
31,1338,650,556,317
31,1338,1418,1338,60
32,102,2201,102,3331
32,2319,3368,2319,1477
32,102,2484,4453,4356
33,866,4743,866,1004
33,866,67,866,238
33,866,2089,866,970
36,102,2366,102,445
36,4258,990,3825,4899
36,4258,180,862,2747
37,556,4432,556,2536
37,556,360,556,2587
37,556,671,556,684
40,68,711,102,630
40,68,1374,68,4680
40,68,2215,68,1455
41,1359,943,1359,277
41,1359,1285,1359,977
41,1359,2080,1359,280
42,2914,394,2914,196
42,2914,529,2914,549
42,2914,17,866,4743
43,102,1444,102,125
43,102,32,1332,1038
43,102,2552,102,1010
45,1441,2577,1441,1012
45,1441,544,1441,694
45,4233,5135,4233,301
46,1885,202,1885,2905
46,102,2903,102,2168
46,102,1254,1248,994
47,1338,380,762,1941
47,1338,413,102,193
47,1338,1712,1338,1418
48,556,3929,556,885
48,4233,106,4233,48
48,556,4045,762,1652
49,68,718,1885,3556
49,1041,1676,862,2061
49,68,2665,68,3119
50,1751,175,1751,145
50,762,2376,862,697
50,1751,1323,556,4306
51,2104,110,1885,175
51,568,1112,568,3093
51,568,0,1441,1199
52,866,636,866,1095
52,866,92,866,628
52,866,3599,866,905
53,4058,2477,4058,5047
53,4058,4684,4058,4941
53,4058,4184,4058,3358
54,68,3486,762,4908
54,68,2358,1751,258
54,68,2037,68,2358
55,862,539,3151,10
55,862,526,862,339
55,862,391,862,4382
56,4453,2058,4453,2484
56,4453,888,4453,3338
56,4453,4266,4453,126
58,2320,391,3151,288
58,2320,1335,2320,1722
58,762,4671,1248,2661
60,2320,878,1248,3867
60,762,276,762,4406
60,102,0,1441,1788
61,3576,5104,3576,2274
61,3576,131,3576,3608
61,3576,3228,3576,2362
62,102,1996,102,2118
62,102,1243,102,1469
62,102,2396,102,381
63,4058,3333,4058,3333
63,4058,3358,4058,1558
63,4058,1285,4058,1285
64,866,4541,866,1004
64,866,4743,866,4450
64,866,551,866,1953
65,1359,3834,1359,2772
65,1359,3834,1359,472
65,1359,2188,1359,974
66,2104,2953,2104,1618
66,2104,1204,2104,108
66,2104,1605,2104,2059
67,3576,705,3576,3772
67,556,625,556,1289
67,1885,3874,1885,1746
69,1338,2002,1248,823
69,2104,282,2104,229
69,1338,5092,762,3069
70,1571,606,1571,2049
70,1441,1276,1441,4179
70,1571,1862,1571,583
71,3151,2161,3151,1596
71,3151,71,556,3400
71,3151,391,1885,575
75,762,1276,762,261
75,1248,3069,1338,4389
75,1248,1650,2320,242
76,762,3144,762,132
76,762,1122,1248,742
76,762,261,762,1897
77,2104,282,2104,140
77,2104,262,1338,2154
77,2104,465,2104,752
78,2104,1605,568,4900
78,2104,932,2104,2953
78,2104,140,1751,1026
79,1338,4936,1885,867
79,1338,1174,1338,157
79,1338,822,1338,4936
81,68,1829,68,2443
81,68,4405,68,177
81,2104,262,2104,2059
82,568,702,568,1463
82,568,4243,568,2944
82,1332,2129,1332,348
83,1338,79,1338,19
83,1338,949,4058,63
83,1441,623,68,1477
85,1751,1384,68,2171
85,1751,358,1751,1298
85,1751,1026,1751,1026
86,1359,466,3151,288
86,1359,363,1359,517
86,1359,974,1359,943
88,68,281,1041,2197
88,68,1385,68,4404
88,68,177,762,2804
89,556,1099,866,943
89,556,3636,556,71
89,556,841,556,514
92,866,943,866,2274
92,866,3248,866,1687
92,866,1687,866,42
93,1248,391,1885,3630
93,1248,1724,1248,877
93,4258,1262,4258,489
95,102,5115,102,358
95,68,1576,68,230
95,102,124,68,81
96,1571,4655,1571,70
96,1248,1914,556,3143
96,1248,2152,1248,1506
98,2914,624,2914,1553
98,2914,2079,2914,373
98,2914,2079,2914,1307
99,1571,2014,1571,1104
99,68,1358,68,468
99,1571,977,1359,779
100,2104,140,1751,4602
100,2104,289,2104,1567
100,2104,469,2104,11
101,1338,1692,1338,1564
101,1338,1229,2320,991
101,1338,2595,1338,4936
103,1751,722,1751,145
103,1751,768,1441,1012
103,1751,2411,1751,437
104,4258,36,3151,3470
104,4258,719,4258,880
104,4258,36,102,1728
106,4233,106,4233,375
106,4233,454,1441,2302
106,4233,510,4233,45
107,102,1864,102,424
107,102,33,102,3184
107,102,1469,68,2594
108,1751,4360,1751,12
108,556,1011,556,140
108,2104,2059,2104,66
110,2104,77,2104,385
110,1885,1498,1885,3556
110,2104,1567,2104,4812
112,3718,21,2914,1723
112,3718,271,3718,1341
112,2104,1728,102,2244
114,568,3751,568,1649
114,68,975,68,3156
114,68,1026,1751,1384
115,556,3928,556,914
115,556,418,556,885
115,556,841,556,665
116,1751,222,1751,534
116,1751,3505,68,596
116,1751,1384,68,1348
117,1338,989,102,3174
117,1338,1218,1338,4936
117,1338,553,1338,369
118,1571,3363,1041,2724
118,1571,2899,1571,1772
118,1571,2381,1571,938
122,68,1781,68,784
122,1338,150,568,3610
122,1338,2232,1338,1116
124,4058,1150,4058,3670
124,102,794,1885,549
124,102,4500,102,2661
125,102,2549,102,169
125,102,2792,102,4386
125,102,43,102,630
126,4453,1492,4453,56
126,4453,1425,4453,1314
126,4453,2058,4453,4443
127,1885,2921,1885,149
127,1885,495,68,685
127,1885,360,556,2723
129,556,1289,556,4268
129,556,4000,556,4106
129,556,311,556,1251
130,568,921,102,4109
130,568,3370,568,114
130,568,4188,568,497
131,3576,705,3576,2720
131,3576,285,3576,1124
131,3576,2362,3576,753
132,762,14,1338,139
132,762,449,762,1921
132,762,4349,1338,949
133,1041,2820,1041,2161
133,1041,1785,1041,2664
133,68,2173,102,1552
134,1332,2321,1332,3439
134,1332,2507,1332,3121
134,1332,2499,1332,1324
138,2319,29,2319,282
138,2319,691,1338,663
138,2319,3,102,1729
139,1338,572,68,2837
139,1338,4621,1338,28
139,1338,572,568,3882
140,556,3928,556,1656
140,2104,45,4233,19
140,556,2536,556,71
141,102,2810,102,696
141,1041,1202,1041,2398
141,102,3043,102,255
142,866,3763,866,628
142,2104,108,1751,415
142,2104,1567,2104,823
144,3151,290,3151,3470
144,3151,290,68,2594
