0,1,2,3
24,4829,997,42
24,2752,471,35
24,1453,95,46
24,1735,135,360
24,2493,92,292
24,2039,1318,68
24,1165,44,225
24,1735,400,362
35,2754,207,444
35,190,55,225
35,534,1507,355
35,1295,107,46
35,3327,11,355
35,1170,1964,292
42,422,344,362
42,1907,2513,292
42,1886,661,102
42,223,656,225
42,4489,516,42
42,12,1028,292
42,1078,2750,24
46,4197,673,116
46,1068,857,174
46,2500,439,435
46,4282,49,102
46,2214,66,363
46,1317,1729,102
46,2778,211,355
68,2594,144,373
68,2598,1243,330
68,445,431,395
68,568,3030,319
68,1228,1494,395
68,4686,1444,102
68,501,791,116
68,1426,114,68
68,1618,1820,187
68,4386,4354,330
102,855,1718,24
102,32,451,315
102,1113,3,416
102,682,965,174
102,1623,202,395
102,2387,64,42
116,33,1136,24
116,961,51,102
116,1075,2376,116
116,2002,4349,42
116,791,1085,204
116,3259,2375,187
116,412,23,416
116,2073,2458,373
148,1863,951,183
148,2111,3283,315
148,1979,3870,398
148,793,1559,183
148,4830,709,362
148,1295,384,116
148,37,463,102
148,227,1227,373
148,954,1362,362
150,1011,963,116
150,317,1768,330
150,4034,1697,292
150,2169,410,187
150,568,2162,395
150,526,448,329
174,1570,1567,24
174,271,34,395
174,964,188,329
174,2143,523,42
174,1149,34,395
174,1805,1121,150
174,1866,6,363
183,291,154,150
183,4822,106,355
183,2477,2832,102
183,163,3928,42
183,2660,1001,395
183,1355,338,116
183,1590,54,225
187,2322,498,363
187,335,1185,42
187,1534,108,360
187,214,895,444
187,871,1698,286
187,515,1717,398
187,749,397,68
204,2778,3,204
204,3835,925,398
204,4242,451,315
204,1391,433,444
204,318,4886,102
204,3533,86,362
204,4129,4292,286
225,2032,14,398
225,1121,1839,24
225,175,346,42
225,95,1547,204
225,2663,66,35
286,4239,2540,204
286,890,29,116
286,2877,1376,204
286,3890,2014,42
286,15,2467,319
286,2666,424,46
286,2028,294,35
292,1648,253,362
292,1306,8,292
292,4634,731,319
292,2017,1330,42
292,2571,412,187
292,1989,90,225
292,5041,105,329
292,1162,159,373
315,820,530,35
315,897,2249,315
315,1399,546,315
315,2530,827,315
315,2619,2676,68
315,4133,3955,315
315,1458,431,24
319,635,922,183
319,1158,1983,24
319,725,533,319
319,86,2251,329
319,533,1663,395
319,2273,818,102
329,149,82,225
329,5136,223,286
329,3218,7,416
329,555,379,355
329,2489,879,329
329,3949,227,148
329,4493,1616,292
329,3426,529,360
330,3855,351,416
330,4023,2768,330
330,3015,83,102
330,4718,123,363
330,1164,1622,46
330,3657,382,174
330,2281,2267,329
330,796,3256,330
355,1293,258,398
355,3636,89,360
355,3736,69,363
355,108,1306,292
355,1251,368,174
355,8,1929,355
355,617,952,183
355,2524,1376,116
355,38,213,416
360,526,936,444
360,320,78,183
360,2495,165,435
360,1161,942,148
360,1153,1425,315
360,84,66,363
360,1297,952,183
360,309,83,68
362,1192,549,362
362,126,82,395
362,347,142,363
362,842,1811,68
362,2693,3176,183
362,549,71,225
362,400,184,46
362,298,2316,225
362,4753,72,363
363,6,807,286
363,956,224,363
373,3535,2618,395
373,9,431,102
373,3047,2671,46
373,1099,13,24
373,638,4371,116
373,508,2525,435
373,1695,2602,35
395,727,252,35
395,1193,501,68
395,987,2427,395
395,1726,776,225
395,1164,251,416
395,3556,313,330
395,473,2813,435
395,1663,615,150
395,867,4515,330
398,4926,682,102
398,485,3030,373
398,1373,601,174
398,1854,650,355
398,3924,1788,68
398,984,1237,102
398,2181,1546,24
416,3705,1600,35
416,2171,685,68
416,805,3869,148
416,103,1025,329
416,4829,3674,319
416,1297,386,150
416,59,385,363
416,181,833,68
435,25,40,68
435,248,69,363
435,2032,432,24
435,4216,460,225
435,1570,568,373
435,1917,3866,35
435,165,1333,148
444,1753,529,183
444,2125,127,416
444,3949,2817,444
444,2393,2814,150
